RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,AverageMInFile,NumSatisfactoryTrades,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,80,483,110,28,90,6,6,29,0,31,0,6,0,32,3,1,0,44
Bad,74,155,68,18,91,4,6,23,2,26,0,0,1,32,3,1,0,36
Bad,63,170,76,53,94,5,2,62,4,44,0,4,34,3,6,2,2,57
Bad,57,162,66,25,80,4,5,31,1,40,0,1,47,68,6,3,1,82
Bad,61,8,5,1,100,7,8,2,2,50,0,2,92,32,1,1,1,100
Bad,69,190,61,23,96,4,6,23,2,30,0,0,41,70,6,3,1,75
Good,64,88,38,3,75,6,3,4,1,75,0,0,120,91,1,3,2,100
Bad,55,142,53,21,75,4,5,24,3,42,0,1,96,41,4,3,2,78
Good,78,297,71,21,95,6,6,22,2,14,0,2,42,32,2,-8,0,40
Bad,61,222,50,8,82,2,4,11,1,9,0,4,30,32,5,-8,1,75
Good,52,195,86,12,61,4,4,19,1,67,0,2,25,82,1,4,0,71
Bad,76,104,64,11,92,6,2,12,1,42,0,0,12,32,1,1,0,60
Good,82,292,89,33,100,7,8,37,3,32,0,0,10,40,1,4,0,29
Bad,81,329,111,19,95,4,6,20,0,55,0,0,1,86,2,4,0,67
Good,71,141,52,19,95,6,4,21,0,33,0,4,23,42,4,2,0,75
Bad,71,324,91,55,93,6,6,59,2,8,0,0,38,83,10,2,2,62
Good,88,152,75,16,100,7,8,18,0,11,0,1,0,32,3,1,0,50
Good,87,321,96,40,100,7,8,41,2,10,0,1,2,32,8,1,0,38
Bad,66,175,84,6,57,4,5,7,0,29,0,0,112,91,2,1,2,80
Bad,61,105,53,44,89,4,5,45,3,36,0,7,39,60,5,4,1,64
Bad,82,163,71,25,100,6,8,28,4,29,0,0,18,98,4,2,0,55
Bad,85,162,65,24,100,7,8,27,8,26,0,4,1,32,2,1,0,30
Bad,72,69,47,17,89,6,5,18,1,11,0,2,17,32,9,1,0,71
Good,68,253,99,36,85,4,2,40,2,28,0,0,44,32,9,1,1,63
Bad,68,117,60,31,100,7,8,31,1,42,0,2,68,76,6,7,1,100
Bad,67,79,43,12,93,6,2,14,2,36,0,4,74,47,6,1,1,100
Bad,66,198,70,37,78,4,5,40,4,50,0,2,1,78,4,3,0,39
Good,68,248,89,25,93,6,6,29,2,36,0,2,44,32,8,3,4,85
Bad,65,166,78,16,78,6,6,18,1,56,0,0,51,3,3,2,1,83
Bad,80,154,69,39,98,6,6,41,0,27,0,1,10,59,3,3,0,55
Good,60,429,155,13,94,3,2,16,0,25,0,0,4,32,3,1,0,71
Good,65,227,90,24,100,0,8,29,3,44,0,2,2,32,2,5,0,47
Bad,66,157,42,16,100,7,8,16,0,25,0,3,93,53,11,3,5,100
Bad,77,330,72,16,100,7,8,16,3,56,0,0,0,32,0,3,0,43
Bad,67,92,30,14,100,7,8,14,3,29,0,1,44,95,6,2,1,82
Good,80,234,62,27,100,7,8,35,4,26,0,3,22,32,4,1,2,38
Good,75,422,91,55,100,7,8,57,4,33,0,4,2,11,12,2,1,57
Good,73,188,58,23,100,7,8,25,5,40,0,4,43,87,5,3,2,62
Good,84,411,91,10,100,6,8,11,0,36,0,0,17,32,2,-8,0,100
Good,75,221,43,58,100,7,8,59,10,5,0,2,15,95,6,2,2,27
Bad,73,85,38,10,100,7,8,10,2,50,0,1,81,32,1,1,0,50
Bad,65,87,46,18,100,7,8,20,3,16,0,4,39,32,3,1,1,40
Bad,70,213,90,36,97,6,6,36,1,39,0,1,93,67,5,4,3,100
Good,65,305,93,25,85,6,4,28,1,33,0,2,70,32,5,1,2,88
Good,91,428,132,9,100,7,8,12,0,25,0,0,1,32,2,1,0,80
Good,89,270,122,14,100,7,8,15,1,33,0,1,2,32,2,2,0,57
Bad,73,190,88,28,89,6,6,28,0,39,0,3,21,62,3,2,0,63
Good,68,310,96,33,97,6,2,34,4,26,0,4,73,89,6,4,3,71
Bad,71,83,46,22,95,4,6,22,2,14,0,1,34,32,3,2,0,71
Good,86,333,93,32,100,7,8,32,3,22,0,0,6,32,6,2,0,44
Bad,81,146,63,3,100,7,8,3,0,67,0,1,62,86,20,2,2,100
Good,74,340,126,49,96,6,6,51,4,29,0,2,28,32,12,1,2,74
Bad,69,80,46,6,75,6,4,9,2,50,0,1,30,93,1,2,0,75
Good,86,130,49,17,100,7,8,17,1,24,0,0,7,132,1,4,0,50
Good,86,166,77,9,100,6,8,10,1,40,0,5,7,32,1,1,0,33
Bad,64,460,130,23,96,4,6,23,6,9,0,0,34,92,7,1,3,67
Good,77,126,66,55,100,7,8,58,2,41,0,0,59,67,4,6,1,91
Bad,73,107,70,20,95,6,6,21,1,86,0,4,81,93,2,3,2,83
Bad,74,202,68,27,93,4,6,27,0,30,0,0,16,48,3,3,0,46
Bad,62,80,47,24,96,6,6,25,1,48,0,0,73,113,5,5,2,91
Bad,67,69,43,6,50,4,4,10,1,60,0,5,27,101,1,2,0,60
Bad,70,112,51,27,96,5,5,28,3,36,0,0,49,85,7,3,2,83
Bad,58,80,62,11,83,6,5,13,0,50,0,1,82,42,3,3,2,100
Good,86,199,83,17,100,7,8,19,3,37,0,2,1,21,1,3,1,33
Bad,63,380,94,20,100,0,8,20,3,50,0,7,37,35,5,2,1,78
Bad,56,239,98,12,75,4,6,12,1,25,0,3,69,82,7,3,2,100
Bad,69,57,34,4,67,6,3,6,0,33,0,4,62,32,1,-8,2,100
Good,61,282,86,40,95,0,2,42,4,14,0,3,40,100,8,2,2,55
Bad,66,244,69,15,94,5,7,18,4,59,0,0,61,96,1,3,2,80
Good,88,393,158,15,100,7,8,16,0,13,0,0,9,32,3,1,0,50
Bad,59,128,55,11,75,0,2,12,1,25,0,0,20,91,3,2,0,71
Bad,80,262,72,22,100,7,8,24,1,17,0,1,20,74,5,1,2,38
Good,85,141,78,10,91,6,6,12,1,27,0,3,1,32,1,1,0,50
Good,57,153,53,17,88,4,6,17,0,18,0,0,86,32,4,1,3,71
Bad,74,197,93,31,86,6,5,35,3,26,0,2,28,27,2,4,0,40
Bad,54,316,116,16,57,2,4,21,0,14,0,2,28,32,4,-8,0,50
Good,83,296,128,8,100,7,8,8,0,38,0,1,10,84,2,1,0,50
Bad,60,141,66,12,59,6,3,18,4,35,0,3,22,32,2,-8,0,50
Good,63,132,74,12,86,4,5,14,1,43,0,0,74,48,3,2,2,75
Bad,69,51,20,6,86,6,2,9,3,43,0,3,48,71,3,2,0,100
Good,66,189,101,16,71,6,2,22,1,29,0,2,37,32,6,1,2,100
Bad,77,292,84,20,100,7,8,20,1,70,0,4,51,57,3,3,1,78
Bad,63,112,54,17,89,6,2,19,1,37,0,0,72,97,7,3,4,91
Bad,65,111,63,23,92,6,2,25,0,64,0,4,72,114,1,8,0,90
Bad,67,126,40,9,100,7,8,11,4,30,0,1,36,50,2,2,0,50
Bad,71,200,74,35,97,6,6,39,3,56,0,0,82,92,4,6,3,91
Bad,66,59,40,7,86,6,6,7,1,71,0,0,0,64,0,4,2,67
Bad,67,250,103,26,88,4,6,26,1,35,0,0,79,60,4,2,2,75
Bad,60,110,53,1,67,4,5,4,0,67,0,6,62,32,20,-8,2,90
Bad,66,187,38,18,95,6,5,22,5,36,0,4,46,79,6,4,1,92
Bad,56,91,54,4,27,6,3,11,0,55,0,8,104,86,2,1,1,100
Bad,55,152,113,13,65,0,2,23,0,22,0,1,56,32,2,1,2,57
Bad,73,188,83,18,95,6,2,22,1,27,0,11,30,32,4,2,0,67
Bad,70,43,21,11,100,7,8,13,4,38,0,3,64,98,4,3,1,88
Bad,66,202,82,23,96,4,6,26,1,17,0,0,33,70,7,3,0,63
Good,68,86,32,26,100,7,8,28,5,25,0,4,22,92,5,3,0,57
Good,70,206,108,30,97,6,6,34,1,66,0,1,0,50,1,2,2,80
Bad,72,78,44,12,92,6,3,13,1,15,0,0,58,32,3,1,0,86
Bad,60,12,9,2,100,7,8,2,1,100,0,6,62,97,20,2,2,100
Bad,66,138,75,42,100,5,8,46,2,46,0,1,89,92,6,2,2,100
Good,64,150,48,23,96,6,6,23,2,61,0,2,65,96,2,6,1,73
Bad,67,144,60,18,95,4,6,20,3,25,0,3,70,91,3,2,2,83
Good,67,83,36,30,97,6,6,32,8,44,0,3,39,89,4,8,0,80
Bad,73,201,108,13,93,6,6,14,0,21,0,0,47,77,6,2,1,89
Bad,58,108,49,11,57,4,2,14,3,71,0,4,0,74,1,4,2,83
Bad,84,73,40,6,100,7,8,6,1,67,0,1,1,91,1,2,0,100
Good,89,344,137,19,100,7,8,20,1,25,0,1,10,32,3,2,0,63
Bad,54,336,93,17,89,2,4,18,0,33,0,4,65,53,4,2,2,75
Good,70,37,22,9,100,5,8,9,0,11,0,0,39,32,5,1,1,67
Bad,60,264,53,10,100,0,8,12,0,40,0,1,92,63,4,2,2,86
Good,74,156,51,14,100,7,8,15,3,47,0,4,31,69,3,2,0,83
Good,67,255,104,41,88,6,6,48,1,21,0,1,30,59,3,4,1,39
Bad,72,290,59,21,92,6,6,26,5,35,0,10,2,82,4,6,0,58
Bad,70,315,108,7,80,6,4,10,2,30,0,2,94,32,2,1,1,100
Good,76,111,50,20,95,6,6,22,3,45,0,1,25,83,2,3,1,63
Bad,62,265,104,28,67,5,5,40,0,44,0,4,78,77,5,2,1,78
Good,75,351,155,25,100,6,7,25,0,16,0,0,56,32,7,1,2,60
Bad,57,71,32,24,92,4,6,24,4,46,0,2,53,83,5,6,2,87
Bad,66,205,43,10,100,7,8,11,3,64,0,3,100,53,2,4,2,100
Good,79,161,92,18,100,7,8,20,0,40,-7,0,65,71,3,2,2,83
Good,79,81,46,24,100,7,8,24,1,25,-7,4,13,32,2,1,0,43
Good,88,112,61,16,100,7,8,16,0,13,-7,0,7,32,2,1,0,60
Good,90,182,129,15,100,7,8,17,1,29,-7,1,0,98,0,2,0,40
Good,72,88,70,19,95,6,2,20,1,10,-7,0,0,32,0,-8,0,9
Good,61,113,54,3,50,5,2,6,0,67,-7,0,62,10,20,2,2,100
Bad,75,181,69,15,100,7,8,16,2,50,-7,3,56,78,6,4,2,91
Good,56,308,98,23,75,0,2,28,1,46,-7,5,5,37,1,2,2,43
Bad,65,182,50,18,90,3,5,21,5,57,-7,8,58,88,4,3,0,88
Good,85,160,55,27,100,7,8,28,0,22,-7,2,11,32,3,1,0,50
Bad,88,138,71,21,100,7,8,24,3,33,-7,0,4,32,2,1,0,75
Good,72,155,71,46,100,7,8,48,1,38,-7,5,7,82,5,5,0,53
Bad,69,72,48,14,87,6,5,15,2,7,-7,1,29,32,5,1,0,58
Bad,69,188,54,9,80,4,5,11,1,70,-7,2,62,115,20,3,2,100
Bad,59,123,66,32,88,4,6,32,2,31,-7,0,36,76,5,4,2,56
Good,73,182,72,17,89,6,2,20,0,37,-7,4,8,28,3,2,0,83
Good,73,163,62,14,100,6,8,15,0,60,-7,2,17,66,1,3,2,80
Bad,63,242,68,25,100,7,8,26,1,19,-7,3,73,32,12,1,5,87
Good,89,257,153,27,100,7,8,28,1,29,-7,2,1,57,4,1,0,38
Good,86,172,126,20,100,7,8,21,0,43,-7,0,30,66,1,2,0,75
Bad,65,177,96,6,43,4,6,7,0,57,-7,1,31,76,1,2,2,100
Bad,65,115,55,7,78,5,2,9,1,56,-7,0,78,77,2,1,1,75
Bad,59,80,40,12,85,4,3,13,2,69,-7,2,46,74,2,4,2,100
Bad,63,149,49,17,100,7,8,17,0,6,-7,2,58,32,7,1,3,57
Bad,59,255,147,16,89,4,2,19,0,42,-7,1,59,32,2,2,0,100
Bad,63,79,30,10,100,7,8,10,1,30,-7,0,88,70,4,2,2,100
Bad,78,191,120,8,50,4,5,12,0,25,-7,1,0,32,1,1,0,50
Good,72,212,57,16,100,7,8,17,2,35,-7,0,69,52,5,3,4,67
Bad,61,128,60,11,73,6,2,15,1,60,-7,3,47,91,1,5,0,86
Good,71,124,64,25,96,5,7,27,2,19,-7,1,49,32,5,1,1,50
Good,82,225,86,41,98,6,6,45,1,38,-7,0,19,76,2,3,0,78
Bad,63,75,50,31,97,6,5,32,1,22,-7,2,18,32,9,1,1,69
Bad,62,194,96,19,80,4,2,20,0,30,-7,3,92,32,8,1,4,91
Good,77,191,97,11,86,6,6,14,1,50,-7,0,43,32,2,1,0,100
Bad,62,171,92,52,90,3,5,58,2,47,-7,0,28,32,7,7,0,78
Bad,72,73,36,7,100,7,8,7,1,57,-7,1,45,63,1,3,1,80
Good,60,183,88,55,95,4,6,59,3,34,-7,1,54,59,6,4,3,61
Good,85,168,72,41,100,6,7,44,1,41,-7,2,3,56,3,2,0,42
Good,82,212,115,14,100,7,8,15,0,33,-7,0,45,32,4,2,0,75
Good,84,200,103,27,100,7,8,29,1,21,-7,3,7,92,2,2,1,55
Bad,75,312,78,26,100,7,8,26,4,31,-7,4,10,36,3,2,0,56
Good,67,74,35,12,92,4,6,13,3,31,-7,7,23,32,5,1,0,75
Bad,56,120,54,31,97,4,6,36,2,54,-7,1,65,67,7,4,2,69
Bad,62,42,23,12,86,5,6,14,3,21,-7,3,43,81,7,2,0,90
Bad,57,246,78,16,94,4,6,24,2,31,-7,0,85,39,6,2,3,89
Bad,70,148,79,18,90,6,6,21,1,38,-7,3,38,100,2,2,2,63
Bad,59,15,9,8,100,7,8,8,6,25,-7,1,66,83,2,2,2,63
Bad,71,183,62,6,86,6,3,7,2,29,-7,2,73,32,4,-8,2,100
Bad,65,249,134,8,57,4,2,14,0,57,-7,2,0,88,0,1,2,67
Bad,62,134,68,43,98,1,3,48,5,19,-7,0,17,66,3,2,1,29
Bad,70,62,31,24,100,7,8,28,6,29,-7,12,34,88,3,8,1,85
Bad,83,108,58,19,90,6,6,20,1,5,-7,0,0,32,2,1,0,50
Good,84,169,81,20,100,7,8,20,0,35,-7,1,17,32,1,4,0,56
Good,78,134,44,7,100,7,8,7,0,57,-7,0,62,32,20,1,2,100
Bad,75,31,15,5,100,7,8,5,3,20,-7,1,12,32,3,1,0,100
Bad,69,140,60,21,100,7,8,22,5,55,-7,3,70,32,6,1,1,88
Good,75,197,55,14,100,7,8,14,1,36,-7,0,70,45,3,2,1,100
Good,85,336,124,17,100,7,8,17,1,35,-7,0,1,87,2,2,0,44
Bad,70,214,148,16,88,0,6,17,0,35,-7,0,28,32,4,1,0,63
Good,73,164,87,20,91,6,5,22,0,50,-7,2,35,32,2,1,0,43
Good,86,236,71,25,100,7,8,30,3,33,-7,1,12,88,4,2,0,60
Bad,57,291,103,9,43,0,2,14,1,14,-7,6,43,32,3,1,1,67
Good,86,193,73,25,100,7,8,25,3,32,-7,1,3,32,3,1,0,50
Good,77,170,84,25,100,7,8,26,1,12,-7,2,58,46,3,1,2,50
Good,77,267,89,33,94,6,6,35,4,29,-7,0,4,47,7,2,1,50
Bad,86,140,67,53,100,7,8,55,3,16,-7,4,5,57,2,2,0,29
Bad,69,66,32,14,93,0,2,15,4,53,-7,0,9,86,2,3,1,78
Good,88,238,71,16,100,7,8,20,2,45,-7,3,7,32,3,-8,0,50
Bad,65,250,70,25,96,6,5,26,2,35,-7,4,45,53,7,3,0,83
Bad,67,194,75,24,100,7,8,27,1,41,-7,1,87,100,9,2,6,85
Bad,63,137,70,10,92,0,2,13,1,75,-7,1,68,90,1,3,0,100
Bad,58,22,8,4,100,7,8,6,5,50,-7,2,101,76,1,3,1,100
Bad,74,181,65,61,100,6,7,65,5,35,-7,0,12,80,9,6,2,58
Good,89,184,126,20,100,7,8,22,1,18,-7,2,7,32,2,-8,0,33
Good,73,103,70,6,71,6,6,7,0,29,-7,0,34,32,1,-8,0,100
Bad,65,35,19,6,100,7,8,6,2,17,-7,3,76,32,5,1,2,100
Bad,58,136,63,23,83,4,6,24,0,54,-7,0,75,84,3,2,2,83
Good,82,235,123,30,100,6,7,32,0,38,-7,0,36,32,3,1,0,100
Bad,57,129,74,12,30,1,3,30,0,73,-7,0,26,47,2,9,0,92
Good,82,165,61,50,100,7,8,51,4,47,-7,3,18,62,3,9,0,75
Bad,75,234,104,31,97,6,6,34,3,18,-7,2,44,32,4,1,3,50
Bad,72,111,79,9,92,5,2,24,1,67,-7,0,39,32,4,-8,2,83
Bad,61,254,112,13,94,4,6,16,0,44,-7,4,63,77,5,5,3,91
Bad,73,136,63,36,100,7,8,36,0,19,-7,0,38,32,14,1,3,79
Good,87,195,207,20,100,7,8,21,0,29,-7,0,11,32,2,-8,0,50
Good,71,167,84,21,96,6,6,23,0,13,-7,0,55,32,5,1,3,60
Good,74,225,95,32,94,6,6,32,2,56,-7,1,41,90,6,5,0,92
Bad,69,198,111,21,100,0,8,23,3,26,-7,1,5,32,2,2,0,57
Bad,56,34,27,2,67,6,2,3,0,100,-7,0,62,47,20,2,2,100
Bad,56,53,114,3,75,0,2,4,0,0,-7,0,101,32,4,-8,2,100
Bad,73,251,105,33,85,6,6,33,3,24,-7,0,22,32,7,1,0,53
Bad,70,88,42,14,93,6,2,16,2,67,-7,2,38,63,2,5,2,88
Bad,55,47,23,13,77,4,6,13,2,62,-7,0,93,91,2,3,2,75
Good,85,140,84,14,100,7,8,14,1,29,-7,0,6,62,2,2,0,57
Bad,80,93,45,6,100,7,8,6,2,50,-7,9,7,83,1,1,0,67
Good,87,205,102,14,100,7,8,18,0,56,-7,0,5,74,2,2,0,67
Good,89,235,94,22,100,7,8,25,1,16,-7,0,8,32,3,-8,0,43
Good,80,248,141,27,100,7,8,30,1,30,-7,1,23,91,2,3,1,56
Bad,83,92,41,18,100,7,8,19,7,32,-7,0,13,92,7,2,0,69
Good,71,96,60,9,100,6,7,9,0,11,-7,0,48,32,2,-8,0,100
Bad,58,74,28,14,93,4,6,15,1,67,-7,3,88,44,2,5,2,78
Good,72,117,49,9,100,7,8,11,4,27,-7,0,55,32,5,1,2,86
Good,89,261,105,60,100,7,8,64,1,27,-7,0,0,32,3,3,0,21
Good,63,193,66,24,83,4,6,24,2,8,-7,0,70,100,5,1,2,78
Good,88,161,66,11,100,7,8,12,0,25,-7,0,7,32,1,-8,0,33
Good,69,77,44,18,85,6,5,21,3,10,-7,1,1,97,3,1,0,33
Bad,65,190,73,19,91,6,3,22,0,59,-7,1,92,85,4,4,3,89
Bad,79,255,99,29,97,6,6,33,0,67,-7,0,70,60,2,3,0,71
Good,76,333,145,15,94,6,4,16,2,19,-7,4,32,32,2,-8,0,50
Good,72,194,100,43,100,7,8,48,1,29,-7,0,34,61,8,3,3,72
Good,72,156,48,10,90,6,6,10,0,30,-7,2,41,65,4,1,0,86
Good,62,437,154,15,67,4,5,18,1,11,-7,1,27,32,7,1,1,69
Good,72,174,96,8,70,6,4,10,1,50,-7,2,33,32,2,1,0,75
Bad,76,152,65,26,97,5,7,29,4,34,-7,4,25,56,6,5,0,81
Bad,61,143,103,2,25,6,2,4,1,50,-7,2,62,32,20,1,2,100
Bad,72,164,67,38,100,7,8,42,8,19,-7,1,55,32,7,-8,3,67
Good,85,192,86,25,100,7,8,29,2,41,-7,1,28,68,2,3,0,63
Bad,74,193,91,19,100,7,8,22,2,18,-7,1,90,79,6,2,4,73
Good,75,189,61,27,90,6,5,29,2,62,-7,0,0,110,1,6,0,70
Bad,68,220,87,13,75,6,2,16,1,75,-7,4,0,62,0,2,2,40
Good,76,186,83,21,96,4,6,25,4,28,-7,2,12,32,3,-8,0,44
Good,85,132,62,29,100,6,7,29,2,21,-7,0,1,79,3,3,0,67
Bad,87,183,102,11,100,7,8,11,0,9,-7,0,47,6,1,1,0,50
Good,85,177,84,30,100,7,8,35,1,33,-7,2,12,74,2,5,0,47
Bad,63,163,42,17,89,6,2,20,3,44,-7,0,58,87,4,4,2,100
Good,82,240,103,23,92,6,6,26,3,50,-7,1,9,88,2,2,0,50
Bad,66,207,100,33,91,4,6,33,0,39,-7,0,51,81,9,2,2,79
Bad,71,276,60,13,100,6,8,13,1,46,-7,1,24,32,3,1,0,57
Good,79,120,51,28,97,6,6,29,3,45,-7,5,27,96,2,3,0,71
Good,75,129,70,22,96,6,6,23,3,13,-7,1,47,11,3,2,0,71
Good,88,228,70,22,100,7,8,22,0,41,-7,0,0,32,1,2,0,38
Good,88,242,101,64,100,7,8,69,0,23,-7,0,2,15,2,3,0,26
Bad,67,123,53,17,94,6,6,18,2,39,-7,1,53,39,6,3,2,82
Bad,59,153,89,31,79,4,5,38,0,24,-7,0,61,23,9,2,2,79
Bad,76,134,67,28,100,7,8,28,1,21,-7,0,62,14,3,2,1,83
Bad,67,158,47,28,100,6,7,29,2,45,-7,1,42,69,7,5,5,67
Bad,65,146,58,29,97,6,6,33,1,39,-7,5,7,88,1,2,0,33
Bad,65,188,112,14,87,4,6,15,1,53,-7,0,91,78,2,2,1,100
Bad,78,225,114,31,100,7,8,33,0,30,-7,1,56,21,7,3,2,73
Bad,60,60,27,6,88,4,6,8,0,63,-7,4,60,92,1,3,2,80
Good,86,202,68,21,100,7,8,21,1,29,-7,0,0,32,0,2,0,25
Good,83,54,24,5,100,7,8,6,2,50,-7,0,5,39,1,2,0,100
Bad,84,184,97,25,96,6,6,25,0,32,-7,0,0,32,0,1,2,33
Good,69,73,34,9,100,6,8,9,2,44,9,0,32,84,3,3,1,86
Bad,72,195,90,22,100,7,8,22,0,14,8,0,48,32,9,-8,4,69
Bad,65,193,59,6,100,6,8,7,1,0,1,4,75,32,2,-8,1,50
Good,86,205,98,30,100,7,8,31,3,10,8,0,5,3,3,2,0,40
Bad,68,210,68,25,100,7,8,26,3,31,3,2,65,97,8,2,5,67
Good,90,230,84,26,100,7,8,28,2,57,9,0,1,85,1,3,0,44
Bad,83,256,100,31,100,7,8,34,0,26,21,0,14,32,3,2,1,56
Good,68,214,78,8,89,3,5,9,2,22,23,0,43,32,3,1,1,67
Good,89,222,136,20,100,7,8,22,0,36,20,0,0,32,0,1,0,17
Bad,62,98,60,24,84,4,6,25,1,32,7,0,75,96,3,2,1,56
Bad,63,173,89,36,97,6,6,36,1,3,0,1,86,32,13,1,11,78
Bad,80,250,92,40,100,7,8,42,3,17,0,2,19,32,7,1,1,45
Good,80,220,79,25,100,7,8,29,0,41,16,0,51,49,4,5,1,69
Good,87,220,143,28,100,7,8,30,0,27,23,0,13,32,4,1,0,71
Bad,72,24,24,1,100,0,8,1,0,100,3,1,62,32,20,-8,2,90
Good,84,166,92,10,100,7,8,10,1,40,6,0,44,83,2,2,0,80
Bad,64,90,44,31,100,7,8,34,1,38,6,1,50,87,9,4,5,93
Bad,76,210,108,57,100,7,8,61,3,56,0,4,51,51,7,9,4,84
Good,79,121,75,22,96,6,5,24,0,58,19,0,7,42,2,2,0,44
Good,66,128,63,48,93,6,5,55,6,40,1,2,39,77,7,2,1,77
Bad,84,325,107,13,100,7,8,14,2,29,1,1,19,98,4,3,0,70
Bad,60,80,33,6,71,6,4,7,1,43,6,0,92,32,2,1,2,100
Good,76,432,115,24,96,4,6,24,0,21,0,4,13,32,7,2,0,63
Bad,56,44,24,12,88,4,3,17,4,29,0,11,9,96,1,3,1,33
Good,68,177,70,32,97,6,6,46,2,60,1,2,85,32,5,12,5,100
Good,81,161,93,22,96,6,5,24,2,50,5,0,3,32,2,2,1,50
Good,70,142,56,17,89,6,5,19,2,37,2,1,52,63,4,3,2,67
Bad,57,192,75,35,89,4,6,37,5,41,5,0,81,92,6,2,2,90
Good,84,166,66,27,100,7,8,29,2,28,2,1,10,86,4,3,0,88
Good,79,132,62,22,100,7,8,24,3,21,23,0,56,32,3,-8,0,50
Bad,83,182,89,8,100,7,8,8,0,13,0,4,28,32,1,-8,0,20
Bad,71,172,74,18,95,6,6,19,3,16,4,1,55,36,4,2,2,89
Bad,66,188,77,7,75,6,5,8,1,25,5,0,99,32,1,-8,2,100
Bad,67,226,128,4,83,6,6,6,0,50,0,2,0,32,0,1,2,50
Good,81,194,91,17,100,7,8,17,1,41,3,2,79,50,1,1,1,100
Good,80,158,58,25,100,6,7,26,1,19,13,0,19,80,2,2,1,50
Good,65,192,79,22,78,6,2,27,3,26,8,1,59,80,7,2,2,90
Good,72,242,68,15,87,4,6,16,1,73,7,0,0,8,0,2,0,50
Good,83,241,213,26,100,7,8,27,0,26,5,0,32,32,5,1,1,75
Good,86,255,90,25,96,6,6,26,2,46,8,0,1,85,3,2,0,42
Bad,68,27,15,12,100,7,8,13,5,31,0,6,14,72,3,3,0,67
Good,80,186,83,29,100,7,8,30,3,23,11,0,35,32,5,1,1,50
Good,86,348,109,20,100,7,8,20,1,40,8,0,4,82,3,3,0,86
Bad,75,258,79,21,96,6,2,24,4,29,2,1,3,62,2,2,0,45
Good,88,166,84,12,100,7,8,12,0,17,13,0,0,32,0,1,0,25
Good,89,431,119,23,100,7,8,23,0,43,12,0,6,32,4,3,0,54
Bad,65,206,68,30,97,4,6,68,1,39,1,1,63,73,6,3,1,100
Good,78,221,108,13,100,7,8,15,1,40,3,4,90,32,2,2,2,80
Good,83,107,60,24,100,7,8,24,3,42,3,1,28,95,1,3,0,80
Bad,60,123,52,13,73,0,2,15,3,33,6,0,26,32,2,1,0,50
Good,66,43,24,21,100,7,8,21,5,33,0,5,37,83,4,2,1,58
Bad,67,109,72,8,75,4,6,8,0,13,4,1,26,32,1,1,0,67
Bad,67,199,84,24,100,6,8,24,2,33,0,1,81,85,3,3,3,86
Good,88,422,127,23,100,7,8,24,0,17,0,2,2,32,2,1,0,38
Bad,87,178,91,22,100,7,8,24,2,29,2,6,7,68,2,2,0,44
Bad,64,146,45,19,95,5,7,20,3,10,2,2,84,32,13,1,4,100
Good,81,232,163,13,93,6,2,14,0,36,23,0,0,32,1,1,0,50
Bad,78,228,90,31,97,6,6,34,0,12,23,0,24,32,8,1,0,82
Good,68,172,74,23,92,3,5,28,4,28,2,2,6,98,1,2,0,25
Bad,84,212,82,13,87,6,6,15,1,47,10,0,5,32,1,1,0,67
Bad,64,199,70,32,91,4,2,34,3,53,11,0,54,100,1,3,1,57
Bad,62,104,49,21,100,7,8,24,2,26,1,3,67,13,7,2,3,60
Bad,90,214,110,20,100,7,8,22,2,9,23,0,6,32,2,-8,0,25
Good,77,215,80,17,89,6,6,18,2,11,0,4,2,32,3,1,0,33
Bad,54,266,99,54,96,4,6,56,2,43,2,3,58,67,12,6,3,69
Good,86,168,68,32,100,7,8,47,5,30,4,2,5,32,3,2,0,36
Bad,60,73,74,10,50,4,6,10,1,30,8,0,36,32,2,-8,1,29
Good,88,170,87,14,100,7,8,15,1,29,2,1,1,97,1,2,0,67
Good,87,441,103,22,100,7,8,23,3,48,3,2,3,83,1,3,0,33
Bad,78,95,46,30,100,7,8,32,3,44,7,0,32,110,2,6,0,67
Good,72,179,57,30,100,7,8,31,2,42,2,1,50,91,7,4,3,73
Good,93,280,121,6,100,7,8,6,0,50,13,0,0,32,0,1,0,33
Bad,79,202,74,29,93,6,6,30,3,13,0,2,7,85,5,2,0,58
Bad,58,247,62,30,94,4,6,32,4,34,9,0,62,70,5,2,2,89
Good,64,281,91,54,93,4,3,60,0,32,4,2,35,72,4,3,2,41
Good,76,217,83,23,100,7,8,26,0,22,11,0,17,51,10,3,2,81
Good,83,167,69,38,98,6,5,40,0,40,23,0,9,32,3,1,0,36
Good,72,262,82,32,100,7,8,34,5,35,2,1,93,99,8,3,4,92
Good,80,70,32,13,93,6,6,14,1,36,4,1,9,83,1,2,0,43
Bad,57,321,75,11,75,4,6,12,1,17,1,1,102,32,6,1,5,100
Bad,72,172,76,5,100,6,8,5,0,20,2,1,39,32,2,-8,0,100
