ExternalRiskEstimate,MSinceOldestTradeOpen,AverageMInFile,NumSatisfactoryTrades,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
69,127,57,16,94,4,6,18,2,28,0,3,28,100,3,3,0,60
82,168,94,10,100,7,8,11,0,45,0,0,62,32,1,1,2,100
80,201,94,17,100,7,8,17,1,24,0,0,36,9,4,2,1,43
80,265,92,40,95,6,6,42,2,38,0,1,7,100,4,6,1,71
73,124,31,9,91,6,6,11,5,45,0,2,10,94,2,2,2,67
72,256,48,21,95,6,6,22,2,32,0,1,34,89,3,2,1,50
88,160,74,10,100,7,8,10,1,50,0,1,0,84,1,2,0,50
64,46,31,4,100,0,8,5,1,20,2,1,2,32,1,1,0,67
55,39,17,21,96,5,7,23,7,26,0,2,64,77,9,4,0,78
65,61,26,13,100,6,8,14,3,36,1,1,57,32,8,3,1,92
75,438,79,48,100,7,8,53,2,20,0,3,12,26,9,3,2,52
65,149,69,22,96,4,6,23,1,48,0,0,73,91,5,2,3,78
57,232,83,21,63,4,6,24,3,29,4,1,90,36,10,2,4,93
68,180,72,24,92,6,6,35,1,56,3,1,48,43,3,3,1,86
78,220,76,52,98,6,6,56,2,33,2,2,13,32,5,4,0,69
82,279,91,26,100,7,8,27,2,50,-7,0,23,63,5,4,0,75
74,273,73,39,98,4,6,40,3,43,0,1,3,138,2,7,0,45
91,181,103,15,100,7,8,14,0,20,-7,1,2,32,1,1,0,29
70,70,39,6,100,7,8,6,2,17,0,0,96,32,3,-8,3,75
84,130,61,14,100,7,8,14,2,43,0,1,0,61,2,2,0,67
88,141,79,14,100,7,8,15,1,14,-7,0,3,32,3,1,0,57
68,183,67,14,79,6,5,0,1,58,-7,1,46,81,4,5,1,100
85,242,103,15,100,7,8,18,0,19,23,0,18,32,6,1,0,70
89,274,125,15,100,7,8,15,1,20,16,0,6,96,3,2,0,50
65,145,74,11,100,6,8,13,1,83,0,2,62,66,20,2,2,100
75,152,66,21,100,7,8,22,3,36,0,1,32,96,5,3,2,62
90,363,84,37,100,7,8,39,0,3,0,0,1,32,3,1,0,15
68,132,43,13,100,7,8,13,2,15,0,2,72,32,8,1,4,82
65,198,73,22,88,6,5,24,1,17,0,2,31,32,3,1,1,57
73,192,60,19,95,6,6,19,3,42,0,2,29,95,4,3,2,88
57,285,106,17,68,4,6,20,1,37,0,2,63,62,6,3,1,82
61,95,49,21,95,4,6,22,4,27,1,4,36,85,5,3,1,57
65,321,74,27,68,6,4,31,5,45,0,4,11,91,1,4,0,56
87,134,65,8,100,7,8,8,2,50,-7,0,19,85,1,2,0,50
57,90,51,35,100,7,8,35,6,40,-7,2,68,75,6,4,4,71
65,302,91,43,91,4,2,45,0,44,0,0,25,61,10,4,1,67
87,85,63,7,100,7,8,7,0,29,-7,1,2,32,2,1,0,100
59,333,94,23,67,4,5,24,2,21,0,1,11,32,5,1,2,43
71,206,85,34,100,7,8,35,1,34,0,1,95,61,5,2,5,70
71,190,85,23,96,4,6,23,3,22,0,0,31,32,5,1,0,60
86,149,68,31,100,7,8,33,2,23,3,1,1,77,3,1,0,40
70,132,49,20,100,7,8,21,4,33,-7,5,70,60,2,2,1,67
76,138,48,20,100,7,8,20,2,35,0,0,40,72,2,2,1,50
65,75,36,9,75,6,4,12,2,58,4,1,33,46,2,3,1,100
70,310,58,16,100,7,8,17,5,12,0,4,62,32,6,1,2,88
62,220,79,12,93,4,6,15,1,21,3,1,93,32,4,1,3,83
77,59,41,6,100,7,8,6,0,50,4,2,0,93,0,2,2,67
75,164,65,32,88,6,5,34,3,21,0,1,7,32,4,1,0,63
85,253,106,17,100,5,7,19,1,32,-7,3,34,32,3,1,0,80
86,403,131,18,100,7,8,21,2,24,0,4,2,32,4,-8,0,40
87,196,117,19,100,7,8,20,0,30,0,0,7,32,5,-8,2,71
56,77,41,24,92,4,6,24,2,38,0,6,57,90,9,3,2,86
80,231,61,27,100,7,8,25,4,33,18,0,10,92,3,2,0,45
79,334,76,21,100,7,8,22,4,27,0,3,35,88,6,2,1,73
88,211,85,38,97,6,6,38,1,8,-7,1,0,32,1,-8,0,4
68,60,31,11,92,6,5,12,3,42,0,1,50,77,5,2,1,88
75,146,73,8,75,4,6,57,0,38,22,0,0,32,0,1,2,50
65,107,48,40,100,6,8,43,4,42,0,2,80,86,5,2,4,70
82,409,85,18,100,7,8,6,2,17,0,5,19,32,3,-8,0,33
66,155,70,46,96,5,6,48,0,69,0,0,88,79,6,4,3,100
75,203,84,25,100,7,8,26,1,31,0,2,22,36,4,3,1,54
57,161,98,42,96,4,6,45,1,58,1,5,54,32,4,-8,1,67
64,246,106,5,88,6,3,8,0,88,-7,1,62,144,20,4,2,100
76,183,65,30,100,7,8,32,3,19,-7,2,21,100,3,2,0,50
85,259,78,11,100,7,8,11,1,36,0,0,6,86,2,2,0,50
76,71,34,13,100,7,8,15,2,40,0,1,27,83,2,3,0,63
67,36,14,6,100,7,8,6,3,67,0,3,41,88,1,3,2,80
66,81,35,10,100,7,8,10,3,60,0,1,79,94,4,2,2,100
73,73,29,17,100,7,8,20,6,55,0,7,21,81,1,5,0,55
84,374,126,30,100,7,8,32,2,31,0,2,1,93,1,2,0,36
62,192,38,22,100,7,8,22,2,9,0,3,65,32,15,-8,7,79
56,56,27,16,100,7,8,17,4,12,-7,0,74,36,9,2,5,80
64,11,5,2,100,7,8,3,3,67,0,0,60,32,1,1,2,100
63,96,72,24,92,4,6,24,0,25,0,4,58,69,7,2,1,82
72,245,89,32,91,6,5,35,2,23,2,1,26,65,5,4,1,56
82,139,87,21,100,7,8,22,2,27,1,2,12,42,1,2,0,44
68,132,49,16,94,6,6,16,1,50,0,3,50,76,5,2,0,88
68,213,96,31,100,7,8,33,2,18,1,3,81,76,15,2,7,95
73,90,37,24,96,4,6,25,2,40,1,1,9,69,8,4,0,80
77,148,96,13,100,7,8,14,0,50,0,2,75,32,1,1,0,100
72,202,110,18,100,7,8,22,2,32,-7,0,16,92,2,2,0,80
85,186,72,6,100,7,8,6,1,33,0,3,17,46,1,2,0,75
75,169,51,10,100,7,8,13,3,77,0,2,19,78,1,4,0,100
78,241,74,25,100,7,8,27,2,19,0,1,30,32,3,1,0,31
46,176,83,11,57,3,5,14,0,50,0,2,104,32,3,1,2,100
86,377,155,26,100,7,8,29,1,14,15,0,12,32,8,1,0,75
58,122,55,38,98,1,3,41,5,44,0,3,4,94,3,3,0,46
68,220,87,13,75,6,2,16,1,75,-7,4,0,62,0,2,2,40
68,210,68,25,100,7,8,26,3,31,3,2,65,97,8,2,5,67
64,73,36,14,93,6,6,15,2,73,0,1,79,49,3,5,1,100
68,80,42,13,85,6,6,13,2,46,2,2,52,94,3,2,1,100
56,247,76,16,67,3,5,21,2,62,0,2,64,82,6,10,2,100
65,116,37,14,93,6,2,15,1,13,0,2,52,32,3,1,2,56
61,215,120,16,89,4,6,18,0,39,0,2,45,32,5,1,2,67
81,141,75,26,100,7,8,27,1,15,0,1,17,82,3,2,1,50
79,58,26,10,100,7,8,10,3,30,-7,2,26,32,1,-8,0,20
62,174,84,35,89,5,6,38,3,32,0,1,68,32,9,2,3,85
63,175,64,15,65,4,5,17,3,24,0,4,11,32,5,1,0,75
86,153,70,13,100,7,8,14,1,29,-7,1,18,60,2,2,0,50
87,220,143,28,100,7,8,30,0,27,23,0,13,32,4,1,0,71
72,191,89,29,100,7,8,29,0,24,7,0,56,32,9,1,6,83
63,133,113,4,80,6,6,5,0,80,12,0,79,32,1,-8,2,100
61,198,96,25,89,4,6,27,0,30,11,0,67,75,7,2,2,75
67,262,128,6,50,4,6,6,0,33,0,0,47,32,1,1,0,67
55,159,76,14,63,0,2,19,2,47,0,0,45,46,2,4,0,100
77,115,51,30,100,7,8,31,3,26,0,0,23,42,7,2,0,64
74,270,105,10,80,6,6,10,1,90,0,0,62,32,0,4,2,80
68,75,39,31,100,7,8,32,4,23,0,1,13,87,6,3,1,50
55,337,53,25,81,6,5,28,1,11,5,0,25,100,7,2,2,75
84,204,58,24,100,7,8,26,5,38,1,2,2,96,4,2,0,46
74,167,81,9,90,6,2,10,0,50,1,3,59,84,1,2,1,75
83,187,75,30,100,7,8,32,1,45,2,1,5,84,1,5,0,55
67,58,29,21,95,6,6,22,6,50,0,3,15,94,3,5,0,73
66,165,74,36,92,6,6,36,4,42,0,2,27,95,1,3,0,33
75,203,79,41,98,6,6,43,4,19,1,2,16,9,6,2,1,73
74,115,31,10,100,7,8,35,0,40,-7,1,21,73,3,2,1,86
70,238,66,23,88,4,6,24,5,33,-7,0,25,32,3,2,1,50
61,255,93,34,100,6,8,34,2,53,1,7,68,73,7,4,4,79
72,203,80,15,94,6,3,16,0,38,8,0,38,77,6,2,2,73
87,172,72,13,100,7,8,13,0,46,16,0,0,82,0,2,0,40
69,284,84,27,100,7,8,31,2,50,0,3,51,71,3,3,1,86
60,132,67,14,59,4,4,17,2,18,7,0,41,94,1,2,1,50
75,327,104,28,93,4,6,46,5,13,0,4,3,32,9,1,0,50
62,191,92,30,85,4,6,28,3,62,9,0,53,61,4,8,3,87
70,160,76,25,96,6,6,25,2,16,6,0,47,43,7,3,1,67
75,162,88,16,83,4,3,18,0,33,11,0,13,45,3,3,0,60
62,152,79,18,72,6,4,25,1,28,0,1,81,80,5,2,3,78
64,246,84,43,100,0,8,45,9,27,0,4,49,100,14,3,4,63
65,123,53,29,83,4,2,36,2,33,-7,0,15,32,5,-8,0,50
72,169,86,12,80,6,5,17,1,33,0,0,1,32,1,1,0,40
69,77,45,28,100,7,8,29,3,38,0,0,39,72,4,5,0,75
56,191,76,53,100,0,8,54,7,48,-7,3,51,60,13,5,1,78
88,133,83,19,100,7,8,47,0,32,-7,1,4,32,2,1,1,43
80,93,34,13,100,7,8,15,3,40,7,0,6,84,3,3,0,67
83,97,45,15,100,7,8,15,2,40,0,0,5,69,2,3,0,42
56,295,115,22,81,4,4,27,2,33,0,0,66,88,4,4,1,73
63,20,10,15,100,7,8,15,11,13,0,7,18,91,4,2,1,40
61,329,94,16,94,0,2,17,0,47,18,0,63,3,2,3,1,100
90,184,106,4,100,7,8,4,0,50,0,0,0,32,0,1,0,50
77,189,81,19,95,6,6,19,0,11,2,1,36,32,3,1,1,40
65,259,97,19,81,3,2,21,2,43,0,4,48,100,6,2,1,73
68,151,82,22,79,6,5,24,1,25,10,0,53,32,7,2,1,64
80,192,66,52,100,7,8,52,4,8,4,1,3,32,4,1,1,16
69,39,23,7,88,6,5,8,2,13,0,8,19,32,3,-8,0,50
59,404,113,25,83,4,2,29,2,28,4,1,2,67,5,2,0,44
75,294,94,39,98,6,6,40,0,35,0,2,17,32,6,5,0,61
75,234,104,31,97,6,6,34,3,18,-7,2,44,32,4,1,3,50
76,177,53,28,100,7,8,29,4,64,-7,2,1,81,3,11,0,82
65,102,40,20,100,7,8,20,1,20,0,1,46,65,6,3,2,82
55,201,54,8,38,3,3,41,0,31,-7,0,98,50,2,2,1,80
80,124,54,17,94,6,5,18,1,44,0,2,28,62,2,3,0,63
62,77,43,9,64,6,2,11,1,64,0,0,62,84,20,4,2,100
80,116,62,24,100,7,8,26,1,23,0,1,23,81,3,2,1,83
79,207,51,28,100,7,8,28,5,29,0,2,8,71,2,4,1,40
71,350,122,24,88,4,5,25,0,28,8,0,13,53,3,3,0,58
63,496,81,28,91,4,6,37,3,27,5,0,54,88,14,4,0,82
73,288,61,8,88,4,6,24,2,50,1,1,46,32,2,1,0,100
77,176,87,13,100,7,8,13,0,31,0,1,51,32,3,1,2,57
72,244,138,10,60,6,3,2,0,33,23,0,19,32,3,-8,0,60
58,118,48,23,73,6,5,28,7,77,0,1,2,100,1,3,2,80
70,207,74,22,100,7,8,23,1,13,0,1,62,25,5,3,2,67
88,242,97,31,100,7,8,38,0,23,3,1,1,39,4,3,0,33
67,183,76,36,97,1,3,41,0,16,4,2,2,60,2,3,0,36
77,127,54,27,100,7,8,27,1,41,0,0,33,34,4,8,1,63
77,210,85,36,100,7,8,39,1,19,-7,1,30,53,3,2,1,31
74,202,81,32,97,6,6,32,0,44,-7,0,42,32,3,2,0,71
86,173,89,18,100,7,8,18,1,33,6,0,1,19,2,2,0,36
82,96,47,16,100,7,8,16,3,31,0,0,15,88,4,2,0,67
58,117,54,14,80,4,5,15,6,47,0,0,46,84,5,3,1,80
64,149,69,23,83,4,3,25,0,25,1,1,51,32,5,1,1,100
73,192,93,20,95,6,6,20,0,50,-7,1,33,75,1,5,0,60
77,324,85,26,100,7,8,26,3,38,0,0,16,65,4,4,0,59
91,150,108,10,100,7,8,11,1,64,-7,1,2,41,1,3,0,67
64,176,76,9,78,4,6,9,0,78,1,3,62,91,1,3,2,100
84,203,83,32,100,7,8,34,2,38,9,0,0,6,2,1,0,27
68,298,98,37,95,6,6,35,0,16,-7,0,44,32,12,2,7,56
74,183,47,29,97,6,2,0,1,26,4,2,14,32,5,1,0,39
63,38,22,13,100,7,8,13,2,23,-7,0,78,44,9,3,3,100
88,242,101,64,100,7,8,69,0,23,-7,0,2,15,2,3,0,26
83,255,72,29,100,7,8,34,2,21,-7,2,2,32,5,1,0,38
70,250,60,15,100,7,8,15,2,40,2,2,63,32,5,2,2,100
71,417,123,28,72,4,5,25,0,23,23,0,13,32,12,1,0,81
72,132,63,22,96,6,5,24,4,25,0,2,5,94,5,2,1,58
86,348,109,20,100,7,8,20,1,40,8,0,4,82,3,3,0,86
84,172,83,20,100,7,8,22,1,14,0,1,6,32,3,1,0,67
81,274,87,36,100,7,8,37,2,27,0,3,3,87,2,4,0,43
69,133,58,34,100,7,8,36,0,22,0,4,36,77,5,4,2,45
79,397,56,32,100,7,8,62,5,24,0,2,19,72,6,3,1,64
75,183,92,21,100,7,8,22,0,27,0,0,88,91,9,3,5,93
83,147,51,22,100,7,8,23,3,26,0,0,5,86,3,3,0,60
81,183,75,45,100,7,8,45,4,44,0,0,34,95,1,4,0,40
77,261,100,32,100,6,8,42,0,38,1,2,2,32,3,-8,0,60
68,157,88,18,95,4,6,19,0,47,0,1,9,32,2,2,0,80
88,138,71,21,100,7,8,24,3,33,-7,0,4,32,2,1,0,75
62,265,104,28,67,5,5,40,0,44,0,4,78,77,5,2,1,78
66,75,41,24,100,7,8,25,2,32,4,2,54,79,6,4,3,71
80,190,88,30,100,7,8,32,2,53,-7,0,62,41,2,3,0,83
65,166,78,16,78,6,6,18,1,56,0,0,51,3,3,2,1,83
58,142,56,31,94,4,6,32,1,50,1,2,76,49,3,2,2,63
67,132,57,18,100,7,8,8,2,10,-7,5,74,32,5,-8,2,71
73,46,123,30,94,6,6,7,3,12,7,0,26,66,9,2,0,55
91,378,275,4,100,7,8,4,0,0,0,1,4,32,1,-8,0,33
73,164,76,43,100,7,8,47,1,32,0,1,3,32,3,1,0,31
75,156,93,14,93,4,6,14,0,29,12,0,16,32,4,1,0,71
65,155,37,20,95,4,6,21,1,38,0,2,49,87,5,5,1,67
60,180,56,11,56,0,2,16,1,81,0,2,17,32,1,-8,0,50
66,357,115,16,76,6,6,17,0,35,-7,1,21,6,4,3,0,73
74,254,101,14,87,6,6,15,1,47,0,1,29,67,3,4,1,70
72,88,70,19,95,6,2,20,1,10,-7,0,0,32,0,-8,0,9
72,148,38,15,100,7,8,15,3,33,0,4,16,96,4,2,1,100
71,172,81,8,89,6,2,9,0,44,-7,0,62,32,20,1,2,100
76,170,74,33,100,7,8,34,5,38,12,1,20,32,4,4,0,67
80,113,48,13,86,6,6,14,2,14,4,1,0,32,0,1,0,17
78,368,132,28,96,6,6,38,0,29,2,2,15,32,1,2,0,30
73,135,72,27,87,6,5,30,0,47,0,1,0,24,1,5,0,60
88,146,56,10,100,7,8,13,0,10,17,0,16,32,1,-8,0,17
86,229,94,25,100,7,8,25,2,20,2,1,3,32,2,-8,0,40
63,59,29,16,100,7,8,17,3,53,0,2,100,92,5,4,4,100
69,105,30,17,100,7,8,17,7,12,4,1,32,100,6,1,2,64
82,151,65,14,100,7,8,14,1,7,-7,0,27,32,2,1,1,43
86,166,81,12,100,7,8,18,0,17,23,0,2,98,4,1,0,83
55,266,69,21,88,0,2,55,4,50,-7,5,5,36,3,4,0,100
84,169,81,20,100,7,8,20,0,35,-7,1,17,32,1,4,0,56
88,208,98,25,100,7,8,25,2,52,-7,0,0,63,3,3,0,64
86,333,93,32,100,7,8,32,3,22,0,0,6,32,6,2,0,44
71,376,115,35,100,7,8,36,2,22,0,0,32,4,9,3,2,59
87,236,74,20,100,7,8,21,4,52,-7,1,9,101,1,2,0,43
78,183,132,22,100,7,8,29,2,3,-7,1,58,32,8,-8,4,53
55,116,53,12,75,6,2,16,2,38,0,2,97,73,6,4,4,100
68,198,96,37,97,6,6,37,2,27,0,8,54,65,6,3,2,56
90,470,159,13,100,7,8,37,0,62,23,0,0,32,1,-8,0,50
64,282,81,32,76,3,5,33,0,33,23,0,17,56,9,4,0,65
82,379,142,37,98,6,6,41,4,37,1,3,0,32,4,3,0,50
72,225,68,28,96,6,6,28,4,18,-7,0,25,100,5,2,1,50
79,199,72,13,100,7,8,14,1,14,0,0,15,32,4,1,1,63
67,163,71,14,100,6,8,14,1,36,0,1,67,76,2,3,1,67
59,277,137,22,60,4,5,12,6,20,0,5,43,87,17,2,2,95
86,340,71,27,100,7,8,35,2,19,4,1,14,83,8,1,0,75
76,125,84,39,100,7,8,9,8,20,0,5,10,100,8,3,1,44
72,282,75,39,100,7,8,42,1,10,1,2,35,32,9,-8,3,60
76,145,90,5,86,6,4,7,0,29,0,0,0,22,1,1,2,67
80,188,71,36,100,7,8,36,2,39,0,7,15,32,1,1,0,25
75,81,49,11,100,7,8,12,1,58,0,1,63,99,4,2,1,100
55,336,111,17,74,0,2,20,2,32,-7,0,39,32,5,2,0,88
66,105,41,13,85,4,6,13,3,54,0,2,36,94,1,3,0,80
71,208,62,28,97,6,2,29,6,34,0,1,27,97,4,3,0,50
92,252,186,13,100,7,8,13,0,15,-7,0,0,32,0,1,2,20
87,296,120,12,100,7,8,14,0,42,23,0,17,33,2,1,0,75
79,280,91,44,100,7,8,21,2,23,18,0,17,91,5,3,1,30
77,165,71,30,100,7,8,31,4,29,3,2,16,32,3,2,1,38
55,303,76,20,86,3,5,21,2,57,4,1,44,90,5,3,2,100
75,223,94,25,96,4,6,26,2,50,-7,0,27,74,6,8,0,78
82,163,86,14,100,7,8,14,0,7,5,1,35,70,3,1,0,83
88,513,133,25,100,7,8,25,1,16,14,0,2,32,3,-8,1,25
79,121,75,22,96,6,5,24,0,58,19,0,7,42,2,2,0,44
54,183,57,20,88,4,6,0,2,67,9,0,68,79,2,6,1,90
85,182,96,19,96,6,6,24,0,42,9,0,5,32,2,1,0,75
58,92,40,34,100,0,8,41,1,22,0,4,37,100,8,4,3,52
68,156,65,25,97,6,6,29,2,21,0,0,80,32,3,1,1,80
72,258,69,25,97,6,6,31,5,23,-7,2,57,32,4,1,1,45
58,150,72,18,55,4,5,22,0,45,0,1,79,38,7,3,0,91
68,226,98,24,80,6,3,30,2,57,8,0,28,92,1,2,2,75
80,264,87,31,100,7,8,34,5,9,-7,0,8,32,4,-8,1,24
85,197,81,26,100,7,8,26,3,19,-7,3,4,6,2,2,0,29
67,106,44,15,88,4,2,17,1,38,0,5,0,85,1,4,0,56
86,131,73,25,100,7,8,11,4,38,1,1,9,49,8,3,0,73
86,186,102,12,100,7,8,14,1,50,23,0,37,32,3,1,0,80
70,69,44,10,100,7,8,10,0,20,0,4,70,53,3,1,2,57
79,79,83,26,100,7,8,1,1,37,0,2,36,34,2,2,0,50
58,139,87,14,75,3,5,16,0,50,0,2,84,32,7,1,1,100
56,216,68,22,84,0,4,26,2,32,0,2,76,62,4,3,3,50
75,212,105,11,82,6,6,11,0,45,-7,1,13,32,1,1,0,100
79,70,36,16,100,7,8,16,1,31,8,0,13,103,2,3,0,56
74,315,98,28,97,4,6,31,4,32,0,2,9,35,4,3,1,50
71,206,63,17,94,6,6,35,1,33,0,4,74,27,2,2,2,67
74,157,43,19,100,5,7,2,2,25,-7,0,36,62,5,3,0,67
70,139,67,19,83,6,5,23,2,57,5,0,39,66,2,3,0,100
63,213,98,4,100,6,8,4,0,50,-7,0,114,32,1,1,2,100
54,107,23,18,100,7,8,20,12,30,-7,11,71,92,10,3,1,87
86,147,63,15,100,7,8,15,1,47,-7,1,6,91,1,2,0,60
81,232,163,13,93,6,2,14,0,36,23,0,0,32,1,1,0,50
77,76,31,8,100,7,8,8,1,50,0,2,32,95,3,3,0,100
68,84,42,11,83,6,4,12,1,42,3,2,68,15,5,2,1,100
57,269,74,29,70,3,5,30,2,40,0,2,41,43,6,5,1,58
70,180,43,18,89,6,6,1,0,28,0,2,21,79,2,3,0,56
75,407,109,30,97,6,6,31,1,23,0,4,22,32,4,1,1,42
63,170,76,53,94,5,2,62,4,44,0,4,34,3,6,2,2,57
85,299,95,12,93,6,6,14,3,14,0,2,5,101,3,2,0,78
62,265,90,33,88,4,6,33,1,33,-7,0,35,48,6,5,1,50
66,199,119,33,90,3,5,41,2,39,0,1,54,98,10,2,4,86
88,182,77,15,100,7,8,16,1,38,2,1,2,16,3,2,0,63
67,183,51,7,75,6,2,0,1,13,2,1,16,32,3,-8,0,75
78,221,108,13,100,7,8,15,1,40,3,4,90,32,2,2,2,80
81,209,78,21,100,7,8,7,0,18,5,1,12,40,6,2,1,62
68,175,48,27,100,7,8,29,4,28,0,1,54,44,7,3,1,83
74,35,14,5,100,7,8,6,3,50,1,2,5,78,1,3,0,67
59,84,73,20,73,3,5,2,2,45,3,5,33,8,4,1,1,75
71,200,94,25,71,4,6,28,0,36,8,0,3,14,2,2,0,44
65,12,10,2,100,7,8,2,1,50,0,1,103,32,1,-8,1,100
69,73,34,9,100,6,8,9,2,44,9,0,32,84,3,3,1,86
82,274,123,11,100,7,8,11,0,9,0,0,20,32,4,1,1,56
63,81,35,34,97,6,6,36,6,25,0,6,35,74,11,6,2,71
83,417,113,22,100,7,8,22,0,27,22,0,44,32,2,1,0,60
90,179,86,12,100,7,8,12,0,25,0,4,0,32,2,1,0,50
61,264,74,34,89,4,6,35,3,49,1,1,21,71,5,4,0,64
89,135,80,30,100,7,8,30,0,17,0,0,0,32,1,1,0,22
78,197,93,17,94,6,2,18,1,33,22,0,8,32,1,1,0,33
66,183,59,31,100,7,8,31,3,35,-7,0,60,70,5,4,2,82
76,214,59,24,96,6,5,26,2,24,10,0,0,70,1,3,0,40
87,270,96,19,100,7,8,51,0,45,23,0,8,36,3,3,0,67
78,202,70,15,94,6,6,17,4,18,1,1,10,32,4,1,0,38
71,158,75,31,88,6,3,34,1,32,0,1,71,5,3,2,2,29
77,208,115,9,100,7,8,16,0,44,6,0,0,32,0,2,2,40
50,54,29,13,87,0,2,15,3,60,0,1,99,68,4,2,1,100
59,155,47,40,90,4,6,42,3,67,-7,3,58,68,6,11,1,94
83,161,85,24,100,7,8,8,1,21,-7,1,5,75,4,2,0,50
60,214,86,29,94,4,4,31,2,26,0,1,71,23,3,4,1,62
79,128,49,52,100,6,7,54,5,72,2,5,9,74,2,12,0,74
70,122,64,26,97,0,2,12,3,30,9,0,20,100,3,2,0,38
77,183,77,16,100,7,8,16,0,19,0,2,37,84,1,1,0,33
56,204,89,11,64,4,4,15,1,7,0,0,60,32,2,-8,2,33
55,212,56,27,93,0,3,29,2,17,1,4,73,90,8,3,2,100
61,118,63,26,78,5,5,27,0,41,0,3,65,67,3,4,1,88
68,161,58,1,67,6,6,3,2,33,0,3,37,91,1,1,0,100
81,243,89,41,100,7,8,44,9,27,0,7,1,39,7,4,0,50
79,94,52,25,100,7,8,25,2,16,5,2,10,78,5,2,0,50
72,113,62,37,100,7,8,37,0,24,1,2,46,78,10,5,4,71
66,174,59,7,90,6,6,10,2,30,0,1,86,32,2,-8,1,40
74,73,36,16,94,6,6,16,3,75,-7,1,10,63,2,5,0,88
63,309,51,34,100,7,8,25,1,32,0,7,54,59,8,3,2,52
75,131,72,61,98,6,5,63,3,13,6,0,4,98,4,2,0,38
77,157,86,2,67,6,6,3,1,67,0,0,10,32,1,1,2,100
82,157,82,22,100,7,8,22,1,50,0,2,2,85,1,2,0,60
86,168,85,33,97,6,6,34,0,38,-7,0,3,32,3,2,0,56
64,57,39,10,75,6,5,13,1,42,0,1,68,88,2,4,1,86
80,237,77,25,100,7,8,26,4,31,1,3,20,84,6,3,0,64
68,123,44,7,86,6,6,7,0,29,1,1,26,72,2,2,0,80
76,384,87,24,96,6,3,27,2,26,-7,0,4,32,4,1,0,45
67,183,78,10,92,4,6,13,0,62,-7,1,73,42,2,2,2,100
75,224,63,18,84,4,5,19,5,26,0,0,15,32,4,1,1,56
65,101,25,7,100,6,8,8,3,50,0,12,35,99,2,2,1,80
75,203,92,6,100,7,8,6,0,50,0,3,101,32,1,-8,1,100
55,58,24,18,95,4,6,19,3,53,0,1,65,91,4,4,2,89
54,375,99,44,84,4,6,44,4,45,0,2,72,70,10,4,4,64
79,198,102,9,90,6,2,10,0,40,0,0,1,32,2,1,0,43
67,145,58,31,94,4,2,32,4,56,3,2,18,62,5,6,1,79
56,126,66,22,86,4,6,22,0,23,14,0,21,60,4,2,0,55
59,140,62,20,91,6,2,23,4,61,0,2,99,87,8,4,5,100
70,214,80,52,96,6,6,52,3,35,0,5,13,17,10,3,2,62
77,207,87,18,89,6,6,19,2,39,9,0,12,94,4,2,0,75
81,152,83,8,100,7,8,8,0,88,0,0,0,68,0,2,2,67
83,254,96,27,96,6,4,28,1,18,0,1,10,33,6,2,0,60
66,162,76,35,93,6,5,43,0,74,0,6,55,73,5,2,3,70
81,190,84,21,100,7,8,21,2,29,7,0,8,91,5,2,0,88
68,116,51,20,100,7,8,21,2,24,0,2,50,32,6,1,2,64
59,172,90,9,56,4,6,9,0,56,-7,2,103,28,2,2,2,100
77,156,71,19,95,4,6,22,0,32,8,0,1,84,2,4,0,86
63,176,80,23,76,0,2,25,0,64,0,0,57,48,3,4,1,88
79,120,51,28,97,6,6,29,3,45,-7,5,27,96,2,3,0,71
68,251,82,18,100,7,8,14,2,22,1,4,82,32,7,1,1,89
81,358,184,15,100,7,8,16,0,19,12,0,88,32,3,1,1,67
56,127,46,13,92,4,6,13,1,54,0,1,88,75,5,3,2,89
77,178,80,18,100,7,8,18,3,39,4,2,24,32,4,1,0,71
91,294,117,18,100,7,8,18,0,22,23,0,6,32,3,1,0,67
66,210,74,31,97,6,6,34,3,67,0,1,30,90,3,2,0,56
64,185,96,31,88,6,5,33,1,21,16,0,73,92,8,3,6,73
63,63,27,3,75,6,6,4,1,50,0,1,21,32,2,1,1,100
85,201,58,6,100,7,8,7,3,57,-7,2,11,97,2,2,2,80
83,199,98,53,100,7,8,77,2,20,0,2,14,32,4,1,0,29
86,159,69,39,100,7,8,42,2,49,-7,0,1,76,4,3,0,54
92,179,102,7,100,7,8,7,1,14,0,0,10,32,1,-8,0,20
76,141,68,14,100,7,8,14,1,43,23,0,67,88,4,2,2,86
88,313,116,5,100,7,8,5,0,0,10,0,13,32,3,-8,0,75
88,192,90,17,100,7,8,18,1,33,1,2,9,66,2,2,0,44
85,152,84,17,88,6,6,17,0,12,0,1,4,32,1,1,0,15
54,39,19,6,100,0,8,15,1,75,0,2,92,86,2,3,2,100
54,324,79,22,70,0,2,37,2,37,-7,2,12,66,3,4,0,78
73,229,56,32,100,7,8,33,5,63,5,1,18,69,3,12,1,83
70,211,80,10,90,4,6,10,4,10,0,3,51,32,5,-8,1,63
